alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.8982648401826484,9.084931506849315,0.8967603330612183,
0.1,0.9090410958904109,9.26027397260274,0.9082568130493165,
0.1,0.9031963470319635,9.047853881278538,0.8991468982696534,
0.1,0.9000913242009132,9.073424657534247,0.8978797798156737,
0.1,0.9013698630136986,9.082557077625571,0.8983161258697511,
0.1,0.8953424657534247,8.987945205479452,0.8958495321273803,
0.1,0.9063013698630137,9.270319634703196,0.9065743083953858,
0.1,0.9084931506849315,9.294429223744292,0.9081234321594238,
0.1,0.8958904109589041,9.042009132420091,0.8959543313980101,
0.1,0.9070319634703197,9.127488584474886,0.901389602661133,
,,,,9.127123287671232
