alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.8993607305936073,9.250228310502283,0.9529127349853517,
0.1,0.9081278538812786,9.369680365296803,0.9581193532943724,
0.1,0.8978995433789955,9.140091324200913,0.9525964317321776,
0.1,0.9011872146118721,9.224292237442922,0.9532318964004516,
0.1,0.9028310502283104,9.306118721461187,0.9553193073272704,
0.1,0.8946118721461187,9.155616438356164,0.9518523569107056,
0.1,0.9070319634703197,9.385388127853881,0.9576344184875487,
0.1,0.9097716894977169,9.409497716894977,0.9585652265548705,
0.1,0.896986301369863,9.212237442922374,0.9519361963272095,
0.1,0.9057534246575343,9.292420091324201,0.9555584402084352,
,,,,9.27455707762557
