alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.9000913242009132,9.147397260273973,0.9334953355789184,
0.1,0.9115981735159817,9.256803652968037,0.9395889368057249,
0.1,0.9004566210045662,9.054246575342466,0.9335105791091919,
0.1,0.9015525114155251,9.113424657534246,0.9335448770523072,
0.1,0.9028310502283104,9.231415525114155,0.9375872707366943,
0.1,0.8944292237442922,9.06392694063927,0.9327626934051513,
0.1,0.9068493150684932,9.263561643835617,0.9386390743255614,
0.1,0.909406392694064,9.27689497716895,0.9390039663314818,
0.1,0.8980821917808219,9.124383561643835,0.933204755783081,
0.1,0.9031963470319635,9.207123287671234,0.937625379562378,
,,,,9.173917808219178
