alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.9035616438356164,9.08931506849315,0.8976454105377197,
0.1,0.8942465753424658,8.852602739726027,0.8900693759918212,
0.1,0.9101369863013699,9.095890410958905,0.9006350479125977,
0.1,0.9024657534246575,9.062465753424657,0.8966231412887573,
0.1,0.8882191780821918,8.795616438356165,0.8892233600616455,
0.1,0.8975342465753424,8.826849315068493,0.8910449619293213,
0.1,0.9145205479452054,9.191232876712329,0.9014877328872681,
0.1,0.9046575342465754,9.0,0.8977187700271606,
0.1,0.9084931506849315,9.01917808219178,0.8996461238861084,
0.1,0.9095890410958904,9.062465753424657,0.8997433013916016,
,,,,8.999561643835616
