alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.896986301369863,9.132054794520547,0.9155355987548828,
0.1,0.9106849315068493,9.304657534246575,0.9258859558105468,
0.1,0.9019178082191781,9.099543378995433,0.9177468633651733,
0.1,0.8999086757990867,9.154703196347032,0.9175772790908812,
0.1,0.9039269406392694,9.16931506849315,0.9184204368591309,
0.1,0.8918721461187215,8.995616438356164,0.9134300861358641,
0.1,0.9044748858447489,9.183196347031963,0.918835823059082,
0.1,0.908675799086758,9.196712328767124,0.9195522689819335,
0.1,0.8949771689497716,9.105205479452055,0.9148667888641359,
0.1,0.9050228310502283,9.159269406392694,0.9189158515930174,
,,,,9.150027397260274
