alpha,coverage,average_size,qhat,avg_avg_size
0.1,0.9052054794520548,9.043287671232877,0.8891804876327514,
0.1,0.8958904109589041,8.858082191780822,0.8847598638534546,
0.1,0.9161643835616439,9.126575342465754,0.8950330505371092,
0.1,0.9035616438356164,9.029041095890411,0.8888451299667359,
0.1,0.8865753424657534,8.760547945205479,0.882475239753723,
0.1,0.8964383561643836,8.819178082191781,0.8849951858520507,
0.1,0.9178082191780822,9.223013698630137,0.896004825592041,
0.1,0.9063013698630137,8.971506849315068,0.8902561092376708,
0.1,0.9057534246575343,8.934794520547944,0.8898397703170777,
0.1,0.907945205479452,9.042191780821918,0.8924969081878662,
,,,,8.980821917808218
